"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2022","2022",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2022","2022",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2010","2010",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2011","2011",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2012","2012",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2013","2013",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2014","2014",0.2,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2015","2015",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2016","2016",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2017","2017",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2018","2018",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2019","2019",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2020","2020",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2021","2021",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","CZE","Czechia","2022","2022",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2022","2022",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FIN","Finland","2022","2022",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","FRA","France","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","FRA","France","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","GRC","Greece","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2010","2010",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2011","2011",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2012","2012",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2013","2013",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2015","2015",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2016","2016",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2017","2017",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2018","2018",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2019","2019",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2020","2020",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2021","2021",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2010","2010",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2011","2011",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2012","2012",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2013","2013",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2014","2014",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2015","2015",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2016","2016",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2017","2017",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2018","2018",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2019","2019",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2020","2020",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","HUN","Hungary","2021","2021",0,"E","Estimated value"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2010","2010",0.2,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2011","2011",0.2,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2012","2012",0.2,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2013","2013",0.2,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2014","2014",0.2,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2015","2015",0.3,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2016","2016",0.4,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2017","2017",0.5,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2018","2018",0.4,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2019","2019",0.4,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2020","2020",0.4,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2021","2021",0.4,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2022","2022",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2020","2020",0,,
